! (C) Copyright TOSHIBA CORPORATION 2016
! Date: 		2003-01-20
! Part Number: 		2SK3475
! Model:		RF-MOSFET


!          2SK3475         20030120

VAR        vds = 3.0

VAR        id = 0.010

!          REM     DATA    NUMBER = 1

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

  650000000  0.751  -154.5   1.709    52.1  0.0512   -28.1   0.763  -170.9

  700000000  0.759  -156.8   1.552    48.8  0.0497   -31.4   0.772  -172.2

  750000000  0.767  -159.0   1.421    45.7  0.0481   -34.8   0.781  -173.4

  800000000  0.775  -160.9   1.315    42.6  0.0458   -37.8   0.788  -174.7

  850000000  0.782  -162.7   1.215    38.9  0.0437   -39.4   0.795  -175.9

  900000000  0.789  -164.4   1.116    35.6  0.0423   -41.2   0.801  -177.0

  950000000  0.797  -166.1   1.033    32.4  0.0408   -43.0   0.806  -178.2

 1000000000  0.803  -167.6   0.951    29.2  0.0396   -44.7   0.810  -179.3

 1050000000  0.809  -169.1   0.878    26.6  0.0382   -46.9   0.814   179.7

 1100000000  0.815  -170.6   0.814    24.0  0.0364   -48.6   0.818   178.7

 1150000000  0.821  -172.0   0.754    21.6  0.0349   -49.8   0.821   177.7

 1200000000  0.826  -173.5   0.702    19.4  0.0334   -51.0   0.824   176.7

 1250000000  0.832  -174.8   0.654    17.3  0.0321   -52.0   0.828   175.8

 1300000000  0.837  -176.1   0.608    15.4  0.0308   -52.8   0.831   175.0

 1350000000  0.841  -177.4   0.569    14.2  0.0298   -53.4   0.835   174.1

 1400000000  0.845  -178.7   0.540    13.0  0.0290   -54.4   0.839   173.2

 1450000000  0.849  -179.9   0.512    11.0  0.0279   -55.5   0.843   172.3

 1500000000  0.853   178.9   0.481     9.3  0.0268   -56.2   0.847   171.5

 1550000000  0.856   177.7   0.452     8.2  0.0257   -56.5   0.851   170.6

 1600000000  0.860   176.5   0.431     8.0  0.0251   -56.6   0.855   169.7

 1650000000  0.863   175.4   0.420     7.2  0.0247   -57.6   0.859   168.8

 1700000000  0.865   174.2   0.408     5.0  0.0237   -59.1   0.863   168.0

 1750000000  0.867   173.1   0.389     2.9  0.0226   -59.7   0.868   167.1

 1800000000  0.870   172.0   0.370     1.8  0.0217   -59.7   0.872   166.2

 1850000000  0.872   170.9   0.358     1.5  0.0210   -59.6   0.876   165.3

 1900000000  0.873   170.4   0.356     1.3  0.0209   -59.9   0.878   164.8

 1950000000  0.874   169.9   0.356     0.4  0.0206   -60.9   0.880   164.4

 2000000000  0.875   169.4   0.353    -1.4  0.0200   -62.0   0.882   164.0

END ACDATA



VAR        vds = 4.0

VAR        id = 0.010

!          REM     DATA    NUMBER = 9

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.971   -26.5   5.193   154.3  0.0421    64.7   0.788   -34.3

  100000000  0.909   -49.6   4.450   132.3  0.0722    43.7   0.777   -62.8

  150000000  0.854   -67.7   3.694   114.6  0.0903    26.8   0.772   -84.2

  200000000  0.819   -81.9   3.025   101.2  0.0972    13.4   0.774   -99.9

  250000000  0.799   -93.1   2.555    89.5  0.1019     2.8   0.783  -111.7

  300000000  0.792  -102.5   2.140    79.3  0.1015    -7.0   0.794  -120.8

  350000000  0.793  -110.4   1.827    70.3  0.0993   -14.3   0.806  -128.0

  400000000  0.797  -117.1   1.550    62.1  0.0972   -21.3   0.819  -134.0

  450000000  0.804  -123.0   1.331    55.7  0.0930   -27.5   0.830  -139.0

  500000000  0.811  -128.2   1.162    49.3  0.0890   -32.4   0.841  -143.4

  550000000  0.819  -132.8   1.011    43.1  0.0854   -37.2   0.851  -147.2

  600000000  0.828  -137.0   0.880    38.1  0.0814   -41.6   0.861  -150.5

  650000000  0.835  -140.8   0.773    33.8  0.0775   -45.5   0.869  -153.6

  700000000  0.843  -144.3   0.686    30.1  0.0738   -49.2   0.876  -156.3

  750000000  0.850  -147.5   0.616    26.7  0.0701   -53.0   0.882  -158.9

  800000000  0.856  -150.5   0.560    23.5  0.0655   -56.5   0.888  -161.2

  850000000  0.862  -153.2   0.512    19.8  0.0613   -58.5   0.893  -163.4

  900000000  0.867  -155.7   0.465    16.3  0.0582   -60.2   0.898  -165.5

  950000000  0.872  -158.0   0.426    13.1  0.0553   -62.0   0.902  -167.4

 1000000000  0.876  -160.2   0.388     9.8  0.0530   -63.7   0.906  -169.2

 1050000000  0.880  -162.3   0.355     7.1  0.0506   -65.9   0.909  -170.9

 1100000000  0.883  -164.3   0.327     4.4  0.0479   -67.8   0.912  -172.5

 1150000000  0.887  -166.1   0.300     2.0  0.0454   -69.1   0.914  -174.1

 1200000000  0.890  -168.0   0.278    -0.3  0.0432   -70.4   0.917  -175.6

 1250000000  0.893  -169.7   0.258    -2.4  0.0411   -71.5   0.919  -177.0

 1300000000  0.895  -171.3   0.238    -4.3  0.0393   -72.4   0.921  -178.4

 1350000000  0.898  -172.9   0.220    -5.4  0.0377   -73.2   0.923  -179.7

 1400000000  0.900  -174.5   0.208    -6.5  0.0364   -74.4   0.925   179.0

 1450000000  0.901  -176.0   0.197    -8.3  0.0348   -75.8   0.926   177.7

 1500000000  0.903  -177.4   0.184   -10.0  0.0331   -76.9   0.928   176.5

 1550000000  0.905  -178.8   0.172   -10.9  0.0315   -77.4   0.929   175.3

 1600000000  0.906   179.8   0.163   -10.9  0.0305   -77.7   0.930   174.2

 1650000000  0.907   178.5   0.158   -11.3  0.0297   -79.1   0.931   173.0

 1700000000  0.908   177.2   0.154   -13.3  0.0284   -80.9   0.932   171.9

 1750000000  0.909   175.9   0.146   -15.4  0.0269   -82.1   0.933   170.8

 1800000000  0.910   174.7   0.138   -16.2  0.0255   -82.4   0.934   169.7

 1850000000  0.910   173.5   0.133   -16.2  0.0245   -82.6   0.935   168.7

 1900000000  0.911   172.9   0.132   -16.1  0.0243   -83.2   0.936   168.2

 1950000000  0.912   172.3   0.132   -17.0  0.0239   -84.4   0.936   167.7

 2000000000  0.912   171.8   0.131   -18.7  0.0232   -85.9   0.937   167.2

END ACDATA



VAR        vds = 4.0

VAR        id = 0.020

!          REM     DATA    NUMBER = 10

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.960   -30.5   7.705   153.2  0.0389    63.4   0.674   -40.3

  100000000  0.882   -55.9   6.460   131.2  0.0655    42.1   0.680   -71.9

  150000000  0.815   -75.0   5.274   114.1  0.0803    25.9   0.688   -93.9

  200000000  0.774   -89.4   4.296   101.7  0.0861    13.5   0.701  -109.0

  250000000  0.753  -100.3   3.611    90.7  0.0900     3.5   0.717  -119.8

  300000000  0.745  -109.2   3.027    81.4  0.0896    -5.5   0.733  -127.8

  350000000  0.746  -116.4   2.589    73.1  0.0882   -12.2   0.750  -134.1

  400000000  0.751  -122.5   2.207    65.6  0.0868   -18.8   0.765  -139.2

  450000000  0.759  -127.8   1.906    59.6  0.0835   -24.6   0.780  -143.5

  500000000  0.768  -132.4   1.673    53.7  0.0805   -29.3   0.794  -147.2

  550000000  0.779  -136.6   1.462    47.9  0.0776   -33.8   0.807  -150.5

  600000000  0.789  -140.4   1.279    43.2  0.0744   -38.0   0.819  -153.5

  650000000  0.798  -143.8   1.129    39.1  0.0712   -41.9   0.829  -156.1

  700000000  0.808  -147.0   1.008    35.6  0.0682   -45.5   0.839  -158.6

  750000000  0.817  -149.9   0.908    32.4  0.0650   -49.2   0.847  -160.9

  800000000  0.825  -152.6   0.829    29.3  0.0610   -52.5   0.855  -163.0

  850000000  0.832  -155.1   0.759    25.6  0.0573   -54.5   0.862  -165.0

  900000000  0.839  -157.4   0.691    22.2  0.0547   -56.3   0.869  -166.9

  950000000  0.845  -159.6   0.635    19.1  0.0521   -58.1   0.875  -168.6

 1000000000  0.851  -161.6   0.580    15.8  0.0501   -59.9   0.880  -170.3

 1050000000  0.857  -163.6   0.532    13.1  0.0480   -62.1   0.884  -171.9

 1100000000  0.862  -165.5   0.490    10.5  0.0454   -63.9   0.888  -173.4

 1150000000  0.866  -167.2   0.451     8.2  0.0432   -65.3   0.892  -174.9

 1200000000  0.870  -169.0   0.418     6.0  0.0412   -66.5   0.896  -176.3

 1250000000  0.874  -170.6   0.387     3.8  0.0393   -67.5   0.899  -177.7

 1300000000  0.878  -172.2   0.358     1.9  0.0375   -68.5   0.902  -179.0

 1350000000  0.882  -173.8   0.332     0.8  0.0361   -69.2   0.905   179.7

 1400000000  0.884  -175.3   0.314    -0.3  0.0349   -70.4   0.907   178.5

 1450000000  0.887  -176.7   0.296    -2.2  0.0334   -71.8   0.910   177.3

 1500000000  0.889  -178.1   0.277    -3.8  0.0319   -72.9   0.912   176.1

 1550000000  0.891  -179.4   0.259    -4.8  0.0304   -73.5   0.914   175.0

 1600000000  0.893   179.2   0.246    -4.8  0.0294   -73.8   0.916   173.8

 1650000000  0.895   177.9   0.239    -5.3  0.0287   -75.1   0.918   172.7

 1700000000  0.896   176.6   0.232    -7.4  0.0274   -77.0   0.919   171.6

 1750000000  0.898   175.4   0.220    -9.5  0.0259   -78.0   0.921   170.5

 1800000000  0.899   174.2   0.208   -10.3  0.0247   -78.3   0.922   169.5

 1850000000  0.900   173.0   0.201   -10.5  0.0238   -78.5   0.924   168.4

 1900000000  0.901   172.4   0.200   -10.5  0.0235   -79.0   0.925   167.9

 1950000000  0.901   171.9   0.200   -11.3  0.0232   -80.1   0.926   167.4

 2000000000  0.902   171.3   0.198   -13.1  0.0226   -81.5   0.926   166.9

END ACDATA



VAR        vds = 4.0

VAR        id = 0.030

!          REM     DATA    NUMBER = 11

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.955   -32.9   9.171   152.6  0.0369    62.8   0.601   -45.1

  100000000  0.869   -59.7   7.597   130.5  0.0612    41.5   0.624   -78.5

  150000000  0.798   -79.4   6.145   113.8  0.0746    25.5   0.646  -100.5

  200000000  0.756   -93.9   4.991   101.9  0.0795    13.7   0.666  -115.0

  250000000  0.734  -104.7   4.187    91.3  0.0831     4.0   0.686  -125.1

  300000000  0.726  -113.3   3.513    82.4  0.0829    -4.5   0.705  -132.4

  350000000  0.726  -120.2   3.008    74.5  0.0817   -10.9   0.723  -138.1

  400000000  0.731  -125.9   2.570    67.3  0.0806   -17.2   0.739  -142.7

  450000000  0.739  -130.8   2.228    61.7  0.0779   -22.7   0.755  -146.6

  500000000  0.749  -135.2   1.962    55.9  0.0754   -27.2   0.770  -149.9

  550000000  0.759  -139.1   1.719    50.3  0.0729   -31.6   0.783  -152.9

  600000000  0.769  -142.6   1.510    45.7  0.0701   -35.7   0.796  -155.6

  650000000  0.780  -145.8   1.338    41.8  0.0673   -39.4   0.808  -158.0

  700000000  0.790  -148.8   1.197    38.3  0.0647   -43.0   0.819  -160.2

  750000000  0.799  -151.5   1.081    35.1  0.0618   -46.7   0.828  -162.3

  800000000  0.808  -154.0   0.989    32.1  0.0583   -49.9   0.836  -164.3

  850000000  0.816  -156.4   0.908    28.4  0.0549   -51.9   0.844  -166.1

  900000000  0.824  -158.6   0.827    25.1  0.0524   -53.7   0.852  -167.9

  950000000  0.831  -160.7   0.761    21.9  0.0501   -55.5   0.858  -169.6

 1000000000  0.838  -162.6   0.697    18.7  0.0483   -57.3   0.864  -171.2

 1050000000  0.843  -164.5   0.639    16.1  0.0462   -59.5   0.869  -172.7

 1100000000  0.849  -166.3   0.589    13.5  0.0439   -61.3   0.874  -174.1

 1150000000  0.854  -168.0   0.543    11.1  0.0418   -62.7   0.878  -175.6

 1200000000  0.859  -169.7   0.504     8.9  0.0399   -64.0   0.882  -176.9

 1250000000  0.863  -171.3   0.467     6.7  0.0381   -65.1   0.886  -178.2

 1300000000  0.867  -172.8   0.432     4.8  0.0365   -66.0   0.890  -179.5

 1350000000  0.871  -174.3   0.402     3.6  0.0351   -66.7   0.893   179.3

 1400000000  0.875  -175.7   0.380     2.5  0.0339   -67.9   0.896   178.1

 1450000000  0.877  -177.1   0.359     0.6  0.0326   -69.2   0.899   176.9

 1500000000  0.880  -178.5   0.336    -1.1  0.0311   -70.3   0.901   175.8

 1550000000  0.883  -179.8   0.314    -2.1  0.0297   -70.8   0.904   174.6

 1600000000  0.885   178.9   0.298    -2.1  0.0288   -71.0   0.906   173.5

 1650000000  0.887   177.6   0.290    -2.6  0.0280   -72.3   0.908   172.4

 1700000000  0.889   176.3   0.281    -4.7  0.0268   -74.1   0.910   171.4

 1750000000  0.891   175.1   0.267    -6.8  0.0254   -75.1   0.912   170.3

 1800000000  0.892   173.9   0.253    -7.6  0.0242   -75.3   0.914   169.3

 1850000000  0.894   172.7   0.244    -7.8  0.0233   -75.3   0.916   168.2

 1900000000  0.895   172.1   0.242    -7.9  0.0230   -75.8   0.917   167.7

 1950000000  0.896   171.6   0.242    -8.7  0.0227   -76.9   0.918   167.2

 2000000000  0.896   171.0   0.240   -10.5  0.0220   -78.3   0.919   166.8

END ACDATA



VAR        vds = 4.0

VAR        id = 0.050

!          REM     DATA    NUMBER = 12

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.949   -35.7  10.832   151.9  0.0342    62.1   0.506   -52.7

  100000000  0.857   -64.1   8.853   129.8  0.0560    40.9   0.561   -88.3

  150000000  0.785   -84.6   7.092   113.6  0.0675    25.3   0.602  -109.7

  200000000  0.742   -99.3   5.752   102.2  0.0718    14.1   0.632  -123.1

  250000000  0.719  -110.0   4.813    92.1  0.0751     5.0   0.657  -132.1

  300000000  0.711  -118.3   4.042    83.6  0.0749    -3.0   0.678  -138.5

  350000000  0.710  -124.8   3.468    76.1  0.0742    -9.0   0.697  -143.4

  400000000  0.714  -130.2   2.971    69.4  0.0734   -15.1   0.714  -147.4

  450000000  0.722  -134.8   2.587    63.9  0.0712   -20.3   0.730  -150.7

  500000000  0.731  -138.8   2.286    58.4  0.0692   -24.6   0.745  -153.6

  550000000  0.740  -142.3   2.010    53.1  0.0672   -28.9   0.759  -156.1

  600000000  0.751  -145.5   1.772    48.7  0.0649   -32.8   0.773  -158.4

  650000000  0.761  -148.5   1.577    44.9  0.0626   -36.4   0.785  -160.5

  700000000  0.772  -151.2   1.418    41.5  0.0603   -39.8   0.796  -162.5

  750000000  0.781  -153.7   1.285    38.3  0.0579   -43.5   0.806  -164.4

  800000000  0.791  -156.0   1.179    35.3  0.0547   -46.6   0.815  -166.2

  850000000  0.799  -158.2   1.084    31.6  0.0517   -48.5   0.823  -167.9

  900000000  0.807  -160.2   0.990    28.3  0.0496   -50.2   0.831  -169.5

  950000000  0.815  -162.1   0.913    25.2  0.0475   -52.0   0.838  -171.0

 1000000000  0.822  -164.0   0.837    22.0  0.0459   -53.9   0.844  -172.5

 1050000000  0.829  -165.7   0.769    19.4  0.0441   -56.2   0.850  -173.9

 1100000000  0.835  -167.4   0.710    16.7  0.0419   -57.9   0.855  -175.2

 1150000000  0.840  -169.1   0.656    14.4  0.0400   -59.3   0.860  -176.6

 1200000000  0.845  -170.7   0.609    12.1  0.0383   -60.5   0.864  -177.8

 1250000000  0.850  -172.2   0.565    10.0  0.0366   -61.5   0.869  -179.1

 1300000000  0.855  -173.7   0.523     8.1  0.0351   -62.5   0.873   179.7

 1350000000  0.859  -175.1   0.487     6.9  0.0338   -63.2   0.876   178.6

 1400000000  0.863  -176.5   0.461     5.8  0.0327   -64.3   0.880   177.4

 1450000000  0.866  -177.8   0.436     3.9  0.0314   -65.6   0.883   176.3

 1500000000  0.870  -179.1   0.408     2.2  0.0300   -66.6   0.886   175.2

 1550000000  0.873   179.6   0.382     1.2  0.0287   -67.0   0.889   174.1

 1600000000  0.876   178.3   0.363     1.0  0.0278   -67.2   0.892   173.1

 1650000000  0.878   177.0   0.353     0.4  0.0272   -68.5   0.895   172.0

 1700000000  0.880   175.8   0.343    -1.7  0.0260   -70.3   0.898   171.0

 1750000000  0.882   174.6   0.326    -3.8  0.0246   -71.1   0.900   169.9

 1800000000  0.884   173.5   0.309    -4.8  0.0235   -71.4   0.903   168.9

 1850000000  0.886   172.3   0.299    -5.0  0.0227   -71.4   0.905   167.9

 1900000000  0.887   171.7   0.296    -5.0  0.0225   -72.0   0.906   167.4

 1950000000  0.888   171.2   0.297    -5.9  0.0221   -73.1   0.908   166.9

 2000000000  0.889   170.7   0.294    -7.6  0.0215   -74.4   0.909   166.5

END ACDATA



VAR        vds = 4.0

VAR        id = 0.070

!          REM     DATA    NUMBER = 13

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.948   -37.3  11.727   151.6  0.0324    61.9   0.444   -59.4

  100000000  0.853   -66.7   9.521   129.5  0.0526    40.6   0.525   -95.5

  150000000  0.782   -87.5   7.591   113.6  0.0632    25.4   0.580  -116.0

  200000000  0.739  -102.4   6.154   102.5  0.0671    14.5   0.617  -128.5

  250000000  0.716  -113.0   5.143    92.6  0.0702     5.6   0.645  -136.7

  300000000  0.707  -121.2   4.323    84.4  0.0701    -2.1   0.667  -142.6

  350000000  0.706  -127.6   3.713    77.1  0.0696    -7.8   0.686  -147.0

  400000000  0.709  -132.8   3.187    70.6  0.0690   -13.6   0.703  -150.5

  450000000  0.715  -137.2   2.782    65.4  0.0670   -18.7   0.718  -153.5

  500000000  0.723  -141.0   2.463    59.9  0.0653   -22.8   0.733  -156.1

  550000000  0.733  -144.4   2.170    54.8  0.0636   -26.9   0.747  -158.4

  600000000  0.743  -147.4   1.918    50.5  0.0616   -30.8   0.760  -160.4

  650000000  0.753  -150.1   1.712    46.7  0.0597   -34.3   0.773  -162.3

  700000000  0.763  -152.7   1.543    43.4  0.0576   -37.7   0.784  -164.1

  750000000  0.772  -155.1   1.402    40.3  0.0554   -41.2   0.794  -165.9

  800000000  0.781  -157.3   1.289    37.2  0.0525   -44.4   0.803  -167.5

  850000000  0.790  -159.4   1.187    33.6  0.0498   -46.2   0.811  -169.1

  900000000  0.798  -161.3   1.086    30.3  0.0479   -48.0   0.819  -170.6

  950000000  0.806  -163.1   1.002    27.2  0.0460   -49.8   0.826  -172.1

 1000000000  0.813  -164.9   0.920    24.0  0.0444   -51.5   0.833  -173.5

 1050000000  0.820  -166.6   0.846    21.3  0.0426   -53.8   0.838  -174.8

 1100000000  0.826  -168.2   0.782    18.7  0.0406   -55.6   0.843  -176.1

 1150000000  0.832  -169.8   0.723    16.4  0.0388   -56.9   0.848  -177.3

 1200000000  0.838  -171.4   0.672    14.1  0.0372   -58.2   0.853  -178.5

 1250000000  0.843  -172.8   0.624    11.9  0.0356   -59.3   0.857  -179.7

 1300000000  0.848  -174.3   0.579    10.1  0.0341   -60.2   0.861   179.1

 1350000000  0.853  -175.7   0.540     8.8  0.0329   -60.8   0.865   178.0

 1400000000  0.857  -177.0   0.511     7.7  0.0319   -61.9   0.869   176.9

 1450000000  0.860  -178.3   0.484     5.7  0.0306   -63.2   0.873   175.8

 1500000000  0.864  -179.6   0.453     4.0  0.0293   -64.2   0.876   174.8

 1550000000  0.867   179.1   0.425     3.0  0.0280   -64.6   0.880   173.7

 1600000000  0.870   177.9   0.403     2.8  0.0273   -64.9   0.883   172.7

 1650000000  0.873   176.6   0.393     2.2  0.0267   -66.1   0.886   171.7

 1700000000  0.875   175.5   0.381     0.0  0.0255   -67.8   0.889   170.7

 1750000000  0.877   174.3   0.363    -2.1  0.0242   -68.6   0.892   169.7

 1800000000  0.879   173.1   0.344    -3.1  0.0231   -68.8   0.895   168.7

 1850000000  0.881   172.0   0.332    -3.3  0.0224   -68.8   0.898   167.7

 1900000000  0.882   171.4   0.330    -3.4  0.0222   -69.3   0.899   167.2

 1950000000  0.883   170.9   0.330    -4.2  0.0219   -70.3   0.901   166.7

 2000000000  0.884   170.4   0.328    -6.0  0.0213   -71.5   0.902   166.2

END ACDATA



VAR        vds = 4.0

VAR        id = 0.100

!          REM     DATA    NUMBER = 14

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.947   -38.7  12.427   151.5  0.0304    61.8   0.381   -68.6

  100000000  0.852   -69.0  10.043   129.5  0.0491    40.7   0.494  -104.0

  150000000  0.781   -90.2   7.979   113.7  0.0589    25.6   0.564  -122.9

  200000000  0.740  -105.1   6.471   102.9  0.0626    15.1   0.606  -134.1

  250000000  0.718  -115.8   5.404    93.2  0.0654     6.5   0.636  -141.6

  300000000  0.708  -124.0   4.547    85.3  0.0655    -1.0   0.659  -146.7

  350000000  0.705  -130.2   3.910    78.2  0.0651    -6.5   0.678  -150.7

  400000000  0.708  -135.2   3.362    71.9  0.0647   -12.1   0.695  -153.8

  450000000  0.713  -139.5   2.943    66.8  0.0631   -17.0   0.710  -156.4

  500000000  0.720  -143.2   2.610    61.5  0.0616   -21.0   0.724  -158.7

  550000000  0.729  -146.4   2.306    56.4  0.0601   -25.0   0.738  -160.8

  600000000  0.738  -149.3   2.043    52.3  0.0584   -28.7   0.750  -162.6

  650000000  0.747  -151.9   1.828    48.6  0.0567   -32.2   0.762  -164.3

  700000000  0.756  -154.3   1.651    45.3  0.0549   -35.5   0.773  -165.9
